,gene_name,cistron_name,monomer_name,max_mRNA_count,max_protein_count,prob_monomer_expressed,expression_status,log2_mRNA,log2_Protein,log2_mRNA_1,log2_Protein_1,mean_mRNA_count,mean_protein_count,log2_mean_mRNA_1,log2_mean_Protein_1,FrameID,Function,Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Regulated-By,GO terms (biological process),Transcription Units,gene ID,Pathways of gene,TU ID,GO biological process last,GO biological process first
940,EG11310,EG11310_RNA,EG11310-MONOMER[i],1,428,0.2475969506131919,subgen,0.0,8.741466986401146,1.0,8.744833837499545,0.0077104194705196,4.749395496341942,0.011081118584663967,2.5234102760090034,EG11310,Unknown function,ydbD,b1407,1475144.0,1477450.0,DUF2773 domain-containing protein YdbD,,response to methylglyoxal,ydbD,EG11310,,ydbD,response to methylglyoxal,response to methylglyoxal
941,EG11311,EG11311_RNA,EG11311-MONOMER[c],37,175,1.0,always_expressed,5.20945336562895,7.451211111832329,5.247927513443585,7.459431618637297,7.639009037223882,77.63258380522709,3.110865833329002,6.297055355884837,EG11311,tRNA modification,dusB,b3260,3410280.0,3411245.0,tRNA-dihydrouridine synthase B,,tRNA dihydrouridine synthesis // tRNA processing // response to radiation,dusB-fis,EG11311,,dusB-fis,response to radiation,tRNA dihydrouridine synthesis
942,EG11312,EG11312_RNA,EG11312-MONOMER[c],2,6,0.2220749088498508,subgen,1.0,2.584962500721156,1.584962500721156,2.807354922057604,0.0417925755382692,0.224118496824416,0.05906806069588933,0.2917432202089286,EG11312,Unknown function,yicR,b3638,3811891.0,3812559.0,RadC-like JAB domain-containing protein YicR,,proteolysis,yicR-rpmBG // yicR-rpmBG-mutM,EG11312,,yicR-rpmBG // yicR-rpmBG-mutM,proteolysis,proteolysis
943,EG11315,EG11315_RNA,EG11315-MONOMER[c],3,2080,0.998342724560822,subgen,1.584962500721156,11.022367813028454,2.0,11.023061249735335,0.1734530490402711,221.73099375604855,0.23076011943088573,7.799158517666558,EG11315,Unknown function,yhdH,b3253,3403484.0,3404458.0,acrylyl-CoA reductase,,,yhdH,EG11315,,yhdH,,
944,EG11320,EG11320_RNA,EG11320-MONOMER[c],7,513,1.0,always_expressed,2.807354922057604,9.002815015607053,3.0,9.005624549193879,0.5570864475499615,144.4623500732176,0.6388490433183511,7.1845019793927065,EG11320,Transcription regulation,nrdR,b0413,433002.0,433451.0,NrdR transcriptional repressor,,negative regulation of DNA-templated transcription,nrdR-ribDE-nusB-thiL-pgpA,EG11320,,nrdR-ribDE-nusB-thiL-pgpA,negative regulation of DNA-templated transcription,negative regulation of DNA-templated transcription
945,EG11323,EG11323_RNA,EG11323-MONOMER[c],8,1825,1.0,always_expressed,3.0,10.833680748654741,3.169925001442312,10.834471049984222,1.0713695217296846,640.9372875067363,1.0505849459351957,9.326288553442776,EG11323,Unknown function,ygfB,b2909,3054866.0,3055444.0,PF03695 family protein YgfB,,,ygfB-pepP-ubiHI,EG11323,,ygfB-pepP-ubiHI,,
946,EG11333,EG11333_RNA,EG11333-MONOMER[c],8,1027,1.0,always_expressed,3.0,10.004220466318195,3.169925001442312,10.005624549193879,1.0713695217296846,318.36060441901344,1.0505849459351957,8.319042545996805,EG11333,Unknown function,ubiI,b2906,3051115.0,3052317.0,2-octaprenylphenol 6-hydroxylase,,ubiquinone biosynthetic process,ygfB-pepP-ubiHI,EG11333,superpathway of chorismate metabolism // superpathway of ubiquinol-8 biosynthesis (early decarboxylation) // ubiquinol-8 biosynthesis (early decarboxylation),ygfB-pepP-ubiHI,ubiquinone biosynthetic process,ubiquinone biosynthetic process
947,EG11334,EG11334_RNA,EG11334-MONOMER[c],3,272,0.7477626781571097,subgen,1.584962500721156,8.087462841250339,2.0,8.092757140919852,0.0299416234273735,17.817481512204342,0.04256256849728079,4.234001648937551,EG11334,DNA repair,ligB,b3647,3819488.0,3821170.0,DNA ligase B,,DNA metabolic process // DNA damage response // DNA repair // DNA replication // DNA ligation involved in DNA repair // DNA ligation,ligB,EG11334,,ligB,DNA ligation,DNA metabolic process
948,EG11336,EG11336_RNA,EG11336-MONOMER[p],2,256,0.7146171693735499,subgen,1.0,8.0,1.584962500721156,8.005624549193879,0.0243720074600124,13.865100459055986,0.03473973472665639,3.893857307967575,EG11336,Unclear/under-characterized,endA,b2945,3090347.0,3091054.0,DNA-specific endonuclease I,,DNA catabolic process,endA // endA,EG11336,,endA // endA,DNA catabolic process,DNA catabolic process
949,EG11338,EG11338_RNA,EG11338-MONOMER[c],11,2060,1.0,always_expressed,3.4594316186372973,11.00842862207058,3.584962500721156,11.009128789539256,1.516816769792028,875.1991575038866,1.3316001887139775,9.775115017234551,EG11338,Unclear/under-characterized,msyB,b1051,1113807.0,1114181.0,acidic protein MsyB,,,msyB,EG11338,,msyB,,
950,EG11339,EG11339_RNA,EG11339-MONOMER[i],4,285,1.0,always_expressed,2.0,8.154818109052105,2.321928094887362,8.159871336778389,0.2404803017862836,57.05500842213964,0.31089882612846725,5.859348629059964,EG11339,Met Orth,waaG,b3631,3805943.0,3807067.0,lipopolysaccharide glucosyltransferase I,Regulation of waaG by DNA-binding transcriptional dual regulator Nac,lipopolysaccharide biosynthetic process // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11339,superpathway of Kdo<sub>2</sub>-lipid A biosynthesis // lipid A-core biosynthesis (<i>E. coli</i> K-12),rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
951,EG11340,EG11340_RNA,EG11340-MONOMER[c],4,217,1.0,always_expressed,2.0,7.7615512324444795,2.321928094887362,7.768184324776926,0.2404803017862836,40.157378330413096,0.31089882612846725,5.363079182314286,EG11340,Met Orth,waaP,b3630,3805153.0,3805950.0,lipopolysaccharide core heptose (I) kinase,Regulation of waaP by DNA-binding transcriptional activator YiaU,lipopolysaccharide biosynthetic process // phosphorylation // carbohydrate phosphorylation // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11340,superpathway of Kdo<sub>2</sub>-lipid A biosynthesis // lipid A-core biosynthesis (<i>E. coli</i> K-12),rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
952,EG11341,EG11341_RNA,EG11341-MONOMER[c],4,314,1.0,always_expressed,2.0,8.294620748891626,2.321928094887362,8.29920801838728,0.2404803017862836,63.102566707013935,0.31089882612846725,6.002310219303059,EG11341,Met Orth,waaQ,b3632,3807064.0,3808098.0,lipopolysaccharide core heptosyltransferase 3,,lipopolysaccharide biosynthetic process // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11341,superpathway of Kdo<sub>2</sub>-lipid A biosynthesis // lipid A-core biosynthesis (<i>E. coli</i> K-12),rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
953,EG11342,EG11342_RNA,EG11342-MONOMER[i],3,114,1.0,always_expressed,1.584962500721156,6.832890014164741,2.0,6.845490050944375,0.1067989379921731,26.953379859659226,0.1463931647506388,4.804950825611316,EG11342,Unknown function,ychE,b1242,1298598.0,1299245.0,MarC family putative inner membrane protein YchE,Regulation of ychE by DNA-binding transcriptional dual regulator Lrp,,ychE,EG11342,,ychE,,
954,EG11344,EG11344_RNA,EG11344-MONOMER[c],10,1137,1.0,always_expressed,3.321928094887362,10.151016538892248,3.4594316186372973,10.152284842306582,1.136031662730692,461.6475193483493,1.0949330324777093,8.853769645129153,EG11344,tRNA modification,mnmA,b1133,1192667.0,1193773.0,tRNA-specific 2-thiouridylase,Regulation of mnmA by DNA-binding transcriptional dual regulator Lrp,tRNA modification // tRNA processing // tRNA wobble position uridine thiolation,mnmA,EG11344,tRNA-uridine 2-thiolation and selenation (bacteria),mnmA,tRNA wobble position uridine thiolation,tRNA modification
955,EG11345,EG11345_RNA,EG11345-MONOMER[i],12,820,1.0,always_expressed,3.584962500721156,9.679480099505446,3.700439718141092,9.681238411777805,1.778698758263431,340.5869575337944,1.4744094388866824,8.416109080832271,EG11345,Phage interaction,hflD,b1132,1191990.0,1192631.0,lysogenization regulator,,response to heat,hflD-purB,EG11345,,hflD-purB,response to heat,response to heat
956,EG11346,EG11346_RNA,EG11346-MONOMER[p],11,2856,1.0,always_expressed,3.4594316186372973,11.479780264029099,3.584962500721156,11.480285320936371,1.6597342723243131,1017.1505919480396,1.4112821167227838,9.991735247047009,EG11346,External structure,fliE,b1937,2012700.0,2013014.0,flagellar protein FliE,Regulation of fliE by FlhDC DNA-binding transcriptional dual regulator,chemotaxis // archaeal or bacterial-type flagellum-dependent cell motility // bacterial-type flagellum-dependent cell motility,fliE // fliE,EG11346,,fliE // fliE,bacterial-type flagellum-dependent cell motility,chemotaxis
957,EG11350,EG11350_RNA,EG11350-MONOMER[i],4,211,0.9996685449121644,subgen,2.0,7.721099188707185,2.321928094887362,7.727920454563199,0.2404803017862836,36.12827539409124,0.31089882612846725,5.214446398548189,EG11350,Met Orth,waaS,b3629,3804181.0,3805116.0,lipopolysaccharide core biosynthesis protein WaaS,,lipopolysaccharide biosynthetic process // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11350,,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
958,EG11351,EG11351_RNA,EG11351-MONOMER[c],4,190,1.0,always_expressed,2.0,7.569855608330948,2.321928094887362,7.577428828035749,0.2404803017862836,34.95841974138247,0.31089882612846725,5.168257715256804,EG11351,Met Orth,waaB,b3628,3803058.0,3804137.0,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase",,lipopolysaccharide biosynthetic process // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11351,superpathway of Kdo<sub>2</sub>-lipid A biosynthesis // lipid A-core biosynthesis (<i>E. coli</i> K-12),rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
959,EG11352,EG11352_RNA,EG11352-MONOMER[c],4,165,0.9993370898243288,subgen,2.0,7.366322214245816,2.321928094887362,7.3750394313469245,0.2404803017862836,26.983624087601537,0.31089882612846725,4.806510909235421,EG11352,Met Orth,waaO,b3627,3802039.0,3803058.0,"UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase",,lipopolysaccharide biosynthetic process // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11352,superpathway of Kdo<sub>2</sub>-lipid A biosynthesis // lipid A-core biosynthesis (<i>E. coli</i> K-12),rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
960,EG11353,EG11353_RNA,EG11353-MONOMER[i],4,291,0.9996685449121644,subgen,2.0,8.184875342908283,2.321928094887362,8.189824558880018,0.2404803017862836,47.29653761183671,0.31089882612846725,5.593847860567854,EG11353,Met Orth,waaJ,b3626,3800983.0,3801999.0,"UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase",,lipopolysaccharide biosynthetic process // lipopolysaccharide core region biosynthetic process,rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,EG11353,superpathway of Kdo<sub>2</sub>-lipid A biosynthesis // lipid A-core biosynthesis (<i>E. coli</i> K-12),rfaQGPSBIJYZ-waaU // rirA-rfaQGPSBIJYZ-waaU,lipopolysaccharide core region biosynthetic process,lipopolysaccharide biosynthetic process
961,EG11354,EG11354_RNA,EG11354-MONOMER[i],4,421,1.0,always_expressed,2.0,8.717676423066395,2.321928094887362,8.721099188707186,0.2461296247704014,90.8564744669505,0.31745414804616917,6.521309507592164,EG11354,Antibiotic resistance,emrA,b2685,2811427.0,2812599.0,multidrug efflux pump membrane fusion protein EmrA,,xenobiotic detoxification by transmembrane export across the cell outer membrane // transmembrane transport // response to steroid hormone // bile acid and bile salt transport // response to toxic substance // xenobiotic detoxification by transmembrane export across the plasma membrane // response to antibiotic,emrRAB,EG11354,,emrRAB,response to antibiotic,xenobiotic detoxification by transmembrane export across the cell outer membrane
962,EG11355,EG11355_RNA,EG11355-MONOMER[c],26,8084,1.0,always_expressed,4.700439718141092,12.980853606379736,4.754887502163468,12.981032058361023,5.244281550576571,3041.670931344749,2.642535588959477,11.571122597683742,EG11355,Transcription,fliA,b1922,2001070.0,2001789.0,RNA polymerase sigma factor FliA,Regulation of fliA by DNA-binding transcriptional activator ZraR-phosphorylated // Regulation of fliA by DNA-binding transcriptional dual regulator Lrp // Regulation of fliA by DNA-binding transcriptional dual regulator Lrp,DNA-templated transcription // bacterial-type flagellum assembly // bacterial-type flagellum-dependent cell motility // regulation of DNA-templated transcription initiation // regulation of gene expression // DNA-templated transcription initiation // regulation of DNA-templated transcription,fliAZY // fliAZY,EG11355,,fliAZY // fliAZY,regulation of DNA-templated transcription,DNA-templated transcription
963,EG11356,EG11356_RNA,EG11356-MONOMER[c],26,7861,1.0,always_expressed,4.700439718141092,12.940497134458205,4.754887502163468,12.940680648424093,5.244281550576571,2952.4276196804385,2.642535588959477,11.528174540601842,EG11356,Unclear/under-characterized,fliZ,b1921,2000473.0,2001024.0,DNA-binding transcriptional regulator FliZ,,negative regulation of DNA-templated transcription // DNA integration // regulation of bacterial-type flagellum-dependent cell motility,fliAZY // fliAZY,EG11356,,fliAZY // fliAZY,regulation of bacterial-type flagellum-dependent cell motility,negative regulation of DNA-templated transcription
964,EG11357,EG11357_RNA,EG11357-MONOMER[c],2,28,0.3516738481935698,subgen,1.0,4.807354922057604,1.584962500721156,4.857980995127572,0.007236409600957,1.0090047767780308,0.010402339680031007,1.0064809943478519,EG11357,Unclear/under-characterized,dinG,b0799,833070.0,835220.0,ATP-dependent DNA helicase DinG,,chromosome organization // nucleobase-containing compound metabolic process // DNA damage response // DNA recombination // SOS response // DNA duplex unwinding // DNA repair,dinG-ybiB,EG11357,,dinG-ybiB,DNA repair,chromosome organization
965,EG11359,EG11359_RNA,EG11359-MONOMER[i],1,317,0.2422936692078223,subgen,0.0,8.308339030139408,1.0,8.312882955284355,0.0118354339306421,4.70592554659263,0.01697466754394759,2.5124609221277687,EG11359,Protein maturation peptidase,gspO,b3335,3465543.0,3466220.0,type II secretion system prepilin peptidase,Regulation of gspO by DNA-binding transcriptional dual regulator Nac,signal peptide processing // proteolysis,gspCDEFGHIJKLMO // gspCDEFGHIJKLMO // gspCDEFGHIJKLMO,EG11359,,gspCDEFGHIJKLMO // gspCDEFGHIJKLMO // gspCDEFGHIJKLMO,proteolysis,signal peptide processing
966,EG11360,EG11360_RNA,EG11360-MONOMER[c],12,956,1.0,always_expressed,3.584962500721156,9.900866807980748,3.700439718141092,9.902375114486025,2.0809209616757376,477.2347435126953,1.6233616717764567,8.90157513469811,EG11360,Unknown function,bax,b3570,3736353.0,3737177.0,putative glycoside hydrolase Bax,,,bax,EG11360,,bax,,
967,EG11361,EG11361_RNA,EG11361-MONOMER[i],6,127,1.0,always_expressed,2.584962500721156,6.9886846867721655,2.807354922057604,7.0,0.4208890224392886,35.5778095665349,0.5067938782760906,5.192896777898637,EG11361,Unclear/under-characterized,asmA,b2064,2139759.0,2141612.0,putative assembly protein AsmA,,regulation of protein targeting to membrane,asmA,EG11361,,asmA,regulation of protein targeting to membrane,regulation of protein targeting to membrane
968,EG11362,EG11362_RNA,EG11362-MONOMER[c],3,200,0.988399071925754,subgen,1.584962500721156,7.643856189774724,2.0,7.651051691178929,0.1531242329081352,24.64667219678181,0.20554795145054286,4.68069973488478,EG11362,tRNA modification,gluQ,b0144,159186.0,160112.0,glutamyl-Q tRNA<sup>Asp</sup> synthetase,,glutamyl-tRNA aminoacylation // tRNA modification // tRNA aminoacylation // tRNA wobble base modification,dksA-gluQ // dksA-yadB // dksA-yadB,EG11362,,dksA-gluQ // dksA-yadB // dksA-yadB,tRNA wobble base modification,glutamyl-tRNA aminoacylation
969,EG11364,EG11364_RNA,EG11364-MONOMER[o],2,375,0.5124295657938349,subgen,1.0,8.550746785383243,1.584962500721156,8.554588851677638,0.02135160528521,12.028185247571404,0.030479606546832384,3.703564233538893,EG11364,Met,bglH,b3720,3900604.0,3902220.0,"carbohydrate-specific outer membrane porin, cryptic",Regulation of bglH by DNA-binding transcriptional dual regulator Nac,polysaccharide transport // monoatomic ion transport // carbohydrate transmembrane transport,bglH-yieLK,EG11364,,bglH-yieLK,carbohydrate transmembrane transport,polysaccharide transport
970,EG11371,EG11371_RNA,EG11371-MONOMER[i],5,653,1.0,always_expressed,2.321928094887362,9.350939181546432,2.584962500721156,9.353146825498083,0.2363179026191866,104.55485676719626,0.3060497606864665,6.721849150958589,EG11371,Met,pgpC,b2560,2697915.0,2698550.0,phosphatidylglycerophosphatase C,,lipid catabolic process // phospholipid catabolic process // phosphatidylglycerol biosynthetic process // lipid metabolic process // glycerophospholipid biosynthetic process,pgpC-tadA,EG11371,superpathway of phospholipid biosynthesis III (<i>E. coli</i>) // cardiolipin biosynthesis III // cardiolipin biosynthesis I,pgpC-tadA,glycerophospholipid biosynthetic process,lipid catabolic process
971,EG11372,EG11372_RNA,EG11372-MONOMER[c],5,576,1.0,always_expressed,2.321928094887362,9.169925001442312,2.584962500721156,9.172427508645482,0.2363179026191866,95.8192830318574,0.3060497606864665,6.597222505650749,EG11372,tRNA modification,tadA,b2559,2697354.0,2697857.0,tRNA adenosine<sup>34</sup> deaminase,,tRNA processing // adenosine to inosine editing // tRNA wobble adenosine to inosine editing,pgpC-tadA,EG11372,,pgpC-tadA,tRNA wobble adenosine to inosine editing,tRNA processing
972,EG11373,EG11373_RNA,EG11373-MONOMER[o],2,99,0.8332780908186941,subgen,1.0,6.6293566200796095,1.584962500721156,6.643856189774724,0.0662061999362343,10.26961991744328,0.09248647642497006,3.494366954455491,EG11373,Met Orth,mltF,b2558,2695801.0,2697357.0,membrane-bound lytic murein transglycosylase F,,cell wall macromolecule catabolic process // cell wall organization // peptidoglycan metabolic process // peptidoglycan catabolic process,mltF,EG11373,peptidoglycan recycling I,mltF,peptidoglycan catabolic process,cell wall macromolecule catabolic process
973,EG11376,EG11376_RNA,EG11376-MONOMER[p],5,372,1.0,always_expressed,2.321928094887362,8.539158811108031,2.584962500721156,8.543031820255237,0.4353435019736303,136.73041394040453,0.5213960395422094,7.105703363597747,EG11376,Unclear/under-characterized,ftsP,b3017,3161257.0,3162669.0,cell division protein FtsP,,cell division // cell cycle // response to oxidative stress // response to ionizing radiation // response to stress // FtsZ-dependent cytokinesis,ftsP,EG11376,,ftsP,FtsZ-dependent cytokinesis,cell division
974,EG11378,EG11378_RNA,EG11378-MONOMER[c],14,3256,1.0,always_expressed,3.807354922057604,11.668884984266247,3.9068905956085187,11.669328004395904,2.153031829198444,1355.569524269023,1.6567397338001801,10.405747272383486,EG11378,Sulfur metabolism,sufA,b1684,1764018.0,1764386.0,iron-sulfur cluster insertion protein SufA,,protein maturation by iron-sulfur cluster transfer // response to oxidative stress // iron-sulfur cluster assembly,sufABCDSE,EG11378,,sufABCDSE,iron-sulfur cluster assembly,protein maturation by iron-sulfur cluster transfer
975,EG11381,EG11381_RNA,EG11381-MONOMER[c],8,2546,1.0,always_expressed,3.0,11.314016703901357,3.169925001442312,11.314583244274194,1.1583185910620926,706.2670227383663,1.109907837866029,9.466111185079079,EG11381,Unclear/under-characterized,glgS,b3049,3191739.0,3191939.0,surface composition regulator,Regulation of glgS by DNA-binding transcriptional dual regulator Rob,negative regulation of single-species biofilm formation // negative regulation of bacterial-type flagellum-dependent cell motility // negative regulation of single-species biofilm formation on inanimate substrate,glgS // glgS,EG11381,,glgS // glgS,negative regulation of single-species biofilm formation on inanimate substrate,negative regulation of single-species biofilm formation
976,EG11383,EG11383_RNA,EG11383-MONOMER[c],4,1815,1.0,always_expressed,2.0,10.825753832883112,2.321928094887362,10.826548487290914,0.3442024078572779,349.0783139073931,0.4267503931951078,8.451533884539483,EG11383,Unknown function,elbB,b3209,3349806.0,3350459.0,low activity glyoxalase ElbB,,positive regulation of isoprenoid metabolic process // isoprenoid biosynthetic process,elbB-mtgA,EG11383,,elbB-mtgA,isoprenoid biosynthetic process,positive regulation of isoprenoid metabolic process
977,EG11384,EG11384_RNA,EG11384-MONOMER[c],68,121003,1.0,always_expressed,6.087462841250339,16.884683290791802,6.108524456778169,16.88469521354644,26.32464033090403,59404.907804375,4.772130600986331,15.858318790983812,EG11384,Met,ahpC,b0605,638945.0,639508.0,"alkyl hydroperoxide reductase, AhpC component",Regulation of ahpC by DNA-binding transcriptional dual regulator Nac,peptidyl-histidine phosphorylation // hydrogen peroxide catabolic process // siderophore biosynthetic process // cell redox homeostasis // cellular oxidant detoxification // response to oxidative stress // cellular response to sulfate starvation // response to hydroperoxide // response to alkyl hydroperoxide,ahpCF // ahpCF,EG11384,,ahpCF // ahpCF,response to alkyl hydroperoxide,peptidyl-histidine phosphorylation
978,EG11385,EG11385_RNA,EG11385-MONOMER[c],8,2311,1.0,always_expressed,3.0,11.174301544467632,3.169925001442312,11.174925682500678,1.0305637613811744,931.1432059996106,1.0218803297907546,9.864407804219066,EG11385,Met,ahpF,b0606,639753.0,641318.0,"alkyl hydroperoxide reductase, AhpF component",,cellular oxidant detoxification // cell redox homeostasis // response to oxidative stress // hydrogen peroxide catabolic process // response to reactive oxygen species,ahpCF // ahpF // ahpCF,EG11385,,ahpCF // ahpF // ahpCF,response to reactive oxygen species,cellular oxidant detoxification
979,EG11388,EG11388_RNA,EG11388-MONOMER[c],16,5950,1.0,always_expressed,4.0,12.538673953082668,4.087462841250339,12.538916402464112,4.132487874658247,2316.576185800583,2.359658314016083,11.17840105008035,EG11388,Protein maturation translocation,fliS,b1925,2005303.0,2005713.0,flagellar biosynthesis protein FliS,,bacterial-type flagellum assembly // bacterial-type flagellum organization // bacterial-type flagellum-dependent cell motility,fliDST // fliDST,EG11388,,fliDST // fliDST,bacterial-type flagellum-dependent cell motility,bacterial-type flagellum assembly
980,EG11389,EG11389_RNA,EG11389-MONOMER[c],16,5820,1.0,always_expressed,4.0,12.506803437795647,4.087462841250339,12.507051302247916,4.132487874658247,2278.031865172407,2.359658314016083,11.154205381009405,EG11389,Protein maturation translocation,fliT,b1926,2005713.0,2006078.0,flagellar biosynthesis protein FliT,,negative regulation of bacterial-type flagellum assembly // protein folding // bacterial-type flagellum organization // bacterial-type flagellum-dependent cell motility,fliDST // fliDST,EG11389,,fliDST // fliDST,bacterial-type flagellum-dependent cell motility,negative regulation of bacterial-type flagellum assembly
981,EG11390,EG11390_RNA,EG11390-MONOMER[m],57,53115,1.0,always_expressed,5.832890014164741,15.696831723999434,5.857980995127572,15.69685888546908,17.520725235100432,30363.25604150972,4.211068687686225,14.890086401516193,EG11390,Stress response,uspA,b3495,3640111.0,3640545.0,universal stress protein A,Regulation of uspA by DNA-binding transcriptional dual regulator Nac,,uspA // uspA // uspA,EG11390,,uspA // uspA // uspA,,
982,EG11391,EG11391_RNA,EG11391-MONOMER[p],7,4274,1.0,always_expressed,2.807354922057604,12.061371192659811,3.0,12.061708704660623,1.0311816671039973,1299.568026059257,1.0223192787818354,10.344926145912751,EG11391,Stress response,osmY,b4376,4611396.0,4612001.0,periplasmic chaperone OsmY,Regulation of osmY by DNA-binding transcriptional dual regulator Nac // Regulation of osmY by DNA-binding transcriptional dual regulator Lrp // Regulation of osmY by DNA-binding transcriptional dual regulator Lrp // Regulation of osmY by DNA-binding transcriptional dual regulator ArcA-phosphorylated // Regulation of osmY by DNA-binding transcriptional dual regulator ArcA-phosphorylated,response to osmotic stress // hyperosmotic response // chaperone-mediated protein folding,osmY // osmY,EG11391,,osmY // osmY,chaperone-mediated protein folding,response to osmotic stress
983,EG11394,EG11394_RNA,EG11394-MONOMER[c],9,482,1.0,always_expressed,3.169925001442312,8.912889336229961,3.321928094887362,8.915879378835774,1.000413347892208,209.56960397603996,1.0002981366696453,7.718153386072157,EG11394,Transcription regulation,fabR,b3963,4161067.0,4161771.0,DNA-binding transcriptional repressor FabR,,negative regulation of fatty acid biosynthetic process // regulation of DNA-templated transcription // fatty acid metabolic process // lipid metabolic process // fatty acid biosynthetic process // negative regulation of DNA-templated transcription,fabR-yijD,EG11394,,fabR-yijD,negative regulation of DNA-templated transcription,negative regulation of fatty acid biosynthetic process
984,EG11395,EG11395_RNA,EG11395-MONOMER[i],9,1207,1.0,always_expressed,3.169925001442312,10.237209960755022,3.321928094887362,10.238404739325079,1.000413347892208,539.4423478442426,1.0002981366696453,9.077996915199211,EG11395,Unknown function,yijD,b3964,4161771.0,4162130.0,DUF1422 domain-containing inner membrane protein YijD,,,fabR-yijD,EG11395,,fabR-yijD,,
985,EG11396,EG11396_RNA,EG11396-MONOMER[c],7,403,1.0,always_expressed,2.807354922057604,8.654636028527968,3.0,8.658211482751796,0.6775279821004845,162.9070982977967,0.7463368315824822,7.356734524122293,EG11396,Met Orth,ubiD,b3843,4024988.0,4026481.0,3-octaprenyl-4-hydroxybenzoate decarboxylase,,protein hexamerization // ubiquinone biosynthetic process from chorismate // ubiquinone biosynthetic process,ubiD,EG11396,superpathway of chorismate metabolism // superpathway of ubiquinol-8 biosynthesis (early decarboxylation) // ubiquinol-8 biosynthesis (early decarboxylation),ubiD,ubiquinone biosynthetic process,protein hexamerization
986,EG11398,EG11398_RNA,EG11398-MONOMER[p],6,1547,1.0,always_expressed,2.584962500721156,10.595257481449035,2.807354922057604,10.59618975614441,0.449807856713588,297.0137251250624,0.5358617122853178,8.219234965810756,EG11398,Stress response chaperone,hdeA,b3510,3656408.0,3656740.0,periplasmic acid stress chaperone HdeA,,cellular response to acidic pH // chaperone-mediated protein folding // cellular stress response to acidic pH,hdeAB-yhiD // hdeAB-yhiD,EG11398,,hdeAB-yhiD // hdeAB-yhiD,cellular stress response to acidic pH,cellular response to acidic pH
987,EG11399,EG11399_RNA,EG11399-MONOMER[p],6,1452,1.0,always_expressed,2.584962500721156,10.50382573799575,2.807354922057604,10.504818987632841,0.449807856713588,287.5158348922051,0.5358617122853178,8.172506691638675,EG11399,Stress response chaperone,hdeB,b3509,3655966.0,3656292.0,periplasmic acid stress chaperone HdeB,,cellular stress response to acidic pH // response to pH // response to acidic pH,hdeAB-yhiD // hdeAB-yhiD,EG11399,,hdeAB-yhiD // hdeAB-yhiD,response to acidic pH,cellular stress response to acidic pH
988,EG11400,EG11400_RNA,EG11400-MONOMER[i],6,1412,1.0,always_expressed,2.584962500721156,10.46352437327118,2.807354922057604,10.46454575033394,0.449807856713588,258.979993538794,0.5358617122853178,8.022256796363427,EG11400,Unknown function,yhiD,b3508,3655255.0,3655902.0,inner membrane protein YhiD,,,hdeAB-yhiD // hdeAB-yhiD // yhiD,EG11400,,hdeAB-yhiD // hdeAB-yhiD // yhiD,,
989,EG11401,EG11401_RNA,EG11401-MONOMER[c],5,750,0.9996685449121644,subgen,2.321928094887362,9.550746785383243,2.584962500721156,9.552669097514272,0.3412828738541235,163.9627394384676,0.4236135308066727,7.36599638577401,EG11401,Stress response,psiF,b0384,403281.0,403601.0,phosphate starvation-inducible protein PsiF,,,psiF // phoA-psiF,EG11401,,psiF // phoA-psiF,,
